0.0,0,0.0
0.0,0,0.0
0.524288,0,1.048576
2.097152,0,4.194304
4.194304,0.0,8.388608
7.340032,2.097152,12.582912
11.534336,6.291456,16.777216
16.777216,11.534336,22.020096
21.495808,15.72864,27.262976
26.738688,20.97152,32.505856
30.932992,25.165824,36.70016
36.70016,31.45728,41.94304
41.94304,36.70016,47.18592
46.661632,40.894464,52.4288
51.904512,46.137344,57.67168
57.147392,51.380224,62.91456
62.390272,56.623104,68.15744
67.633152,61.865984,73.40032
72.351744,67.108864,77.594624
78.118912,72.351744,83.88608
83.361792,77.594624,89.12896
88.604672,82.837504,94.37184
94.56448,89.12896,100
97.18592,94.37184,100
100.0,100,100
